id,class,cap-diameter,cap-shape,cap-surface,cap-color,does-bruise-or-bleed,gill-attachment,gill-spacing,gill-color,stem-height,stem-width,stem-root,stem-surface,stem-color,veil-type,veil-color,has-ring,ring-type,spore-print-color,habitat,season
344,e,,b,y,y,t,f,c,g,,,c,s,w,p,w,t,p,n,g,
345,e,,x,f,n,f,f,w,n,,,e,s,w,p,w,t,e,n,g,
346,e,,x,f,y,t,f,w,n,,,b,s,w,p,w,t,p,n,d,
347,e,,x,s,y,t,f,c,n,,,c,s,w,p,w,t,p,n,m,
348,e,,f,s,g,f,f,w,n,,,e,s,w,p,w,t,e,k,g,
349,e,,x,f,n,f,f,c,g,,,e,s,w,p,w,t,p,n,u,
350,e,,f,s,g,f,f,w,h,,,e,f,w,p,w,t,e,n,g,
351,e,,f,y,n,t,f,c,p,,,r,s,w,p,w,t,p,n,p,
352,e,,b,y,w,t,f,c,k,,,c,s,w,p,w,t,p,n,g,
353,e,,b,s,y,t,f,c,k,,,c,s,w,p,w,t,p,k,m,
354,e,,x,y,y,t,f,c,w,,,r,s,w,p,w,t,p,k,p,
355,e,,s,f,g,f,f,c,g,,,e,s,w,p,w,t,p,n,u,
356,e,,f,y,n,t,f,c,p,,,r,s,w,p,w,t,p,n,p,
357,p,,x,y,n,t,f,c,k,,,e,s,w,p,w,t,p,k,u,
358,e,,x,y,y,t,f,c,p,,,r,s,w,p,w,t,p,n,p,
359,e,,x,y,y,t,f,c,w,,,c,s,w,p,w,t,p,n,g,
360,e,,x,f,n,f,f,w,h,,,e,s,w,p,w,t,e,n,g,
361,e,,x,f,n,f,f,w,p,,,e,f,w,p,w,t,e,k,g,
362,e,,f,s,n,f,f,w,k,,,e,f,w,p,w,t,e,k,g,
363,e,,f,y,n,t,f,c,n,,,r,s,w,p,w,t,p,n,p,
364,e,,x,s,y,t,f,c,w,,,c,s,w,p,w,t,p,k,g,
365,e,,f,f,n,f,f,c,p,,,e,s,w,p,w,t,p,k,u,
366,e,,x,y,y,t,f,c,w,,,r,s,w,p,w,t,p,n,p,
367,e,,x,f,y,t,f,w,p,,,b,s,w,p,w,t,p,u,d,
368,e,,b,y,y,t,f,c,g,,,c,s,w,p,w,t,p,n,g,
369,e,,x,f,g,f,f,w,n,,,e,s,w,p,w,t,e,k,g,
370,e,,x,y,y,t,f,c,w,,,r,s,w,p,w,t,p,n,g,
371,e,,f,y,n,t,f,c,n,,,r,s,w,p,w,t,p,k,g,
372,e,,x,s,y,t,f,c,w,,,c,s,w,p,w,t,p,k,m,
373,e,,s,f,n,f,f,c,n,,,e,s,w,p,w,t,p,n,u,
374,e,,x,s,w,t,f,c,k,,,c,s,w,p,w,t,p,k,m,
375,e,,b,s,w,t,f,c,n,,,c,s,w,p,w,t,p,k,g,
376,e,,s,f,n,f,f,c,k,,,e,s,w,p,w,t,p,k,u,
377,e,,b,y,y,t,f,c,n,,,c,s,w,p,w,t,p,n,m,
378,e,,x,y,y,t,f,c,k,,,c,s,w,p,w,t,p,n,g,
379,e,,b,y,y,t,f,c,k,,,c,s,w,p,w,t,p,n,g,
380,p,,x,y,n,t,f,c,p,,,e,s,w,p,w,t,p,k,u,
381,e,,x,s,w,f,f,w,k,,,e,f,w,p,w,t,e,n,g,
382,e,,x,y,w,t,f,c,w,,,c,s,w,p,w,t,p,k,m,
383,e,,b,s,w,t,f,c,g,,,c,s,w,p,w,t,p,n,g,
384,e,,x,f,n,t,f,c,n,,,b,s,g,p,w,t,p,n,d,
385,p,,x,s,n,t,f,c,w,,,e,s,w,p,w,t,p,n,u,
386,e,,x,y,n,t,f,c,w,,,r,s,w,p,w,t,p,k,p,
387,e,,x,s,n,f,f,w,n,,,e,s,w,p,w,t,e,k,g,
388,e,,b,y,y,t,f,c,n,,,c,s,w,p,w,t,p,k,m,
389,e,,x,s,y,t,f,c,w,,,c,s,w,p,w,t,p,n,m,
390,e,,b,s,y,t,f,c,n,,,c,s,w,p,w,t,p,n,m,
391,e,,x,s,y,t,f,c,g,,,c,s,w,p,w,t,p,k,m,
392,e,,b,y,w,t,f,c,n,,,c,s,w,p,w,t,p,n,g,
393,e,,x,f,g,f,f,c,k,,,e,s,w,p,w,t,p,n,u,
394,e,,f,y,n,t,f,c,w,,,r,s,w,p,w,t,p,k,g,
395,e,,x,f,g,f,f,w,h,,,e,f,w,p,w,t,e,n,g,
396,e,,x,s,w,t,f,c,k,,,c,s,w,p,w,t,p,n,m,
397,e,,x,y,y,t,f,c,w,,,c,s,w,p,w,t,p,n,m,
398,e,,x,f,g,f,f,c,n,,,e,s,w,p,w,t,p,k,u,
399,p,,x,s,n,t,f,c,p,,,e,s,w,p,w,t,p,n,u,
400,e,,b,y,w,t,f,c,w,,,c,s,w,p,w,t,p,n,g,
401,e,,b,y,w,t,f,c,n,,,c,s,w,p,w,t,p,k,m,
402,p,,x,y,n,t,f,c,p,,,e,s,w,p,w,t,p,n,u,
403,e,,b,s,y,t,f,c,w,,,c,s,w,p,w,t,p,n,m,
404,e,,x,s,w,t,f,c,k,,,c,s,w,p,w,t,p,n,m,
405,e,,x,y,y,t,f,c,n,,,c,s,w,p,w,t,p,k,m,
406,e,,b,y,y,t,f,c,n,,,c,s,w,p,w,t,p,n,g,
407,e,,x,s,w,t,f,c,g,,,c,s,w,p,w,t,p,n,m,
408,e,,x,s,w,t,f,c,g,,,c,s,w,p,w,t,p,k,g,
409,e,,x,y,n,t,f,c,w,,,r,s,w,p,w,t,p,n,p,
410,e,,x,s,w,t,f,c,w,,,c,s,w,p,w,t,p,n,m,
411,e,,x,s,n,f,f,w,n,,,e,f,w,p,w,t,e,k,g,
412,e,,x,y,n,t,f,c,n,,,r,s,w,p,w,t,p,n,p,
413,e,,x,y,y,t,f,c,n,,,r,s,w,p,w,t,p,k,g,
414,p,,x,y,n,t,f,c,k,,,e,s,w,p,w,t,p,k,g,
415,e,,b,y,y,t,f,c,w,,,c,s,w,p,w,t,p,n,g,
416,e,,x,f,w,t,f,w,p,,,b,s,w,p,w,t,p,u,d,
417,p,,x,s,n,t,f,c,w,,,e,s,w,p,w,t,p,k,u,
418,e,,x,y,y,t,f,c,k,,,c,s,w,p,w,t,p,k,g,
419,e,,f,f,g,f,f,w,h,,,e,f,w,p,w,t,e,n,g,
420,e,,x,y,w,t,f,c,n,,,c,s,w,p,w,t,p,k,g,
421,e,,b,y,w,t,f,c,w,,,c,s,w,p,w,t,p,n,m,
422,p,,x,y,n,t,f,c,p,,,e,s,w,p,w,t,p,n,u,
423,e,,f,y,n,t,f,c,w,,,r,s,w,p,w,t,p,k,g,
424,e,,x,s,w,t,f,c,n,,,c,s,w,p,w,t,p,n,m,
425,e,,x,s,w,t,f,w,n,,,b,s,w,p,w,t,p,n,d,
426,e,,f,y,n,t,f,c,n,,,r,s,w,p,w,t,p,n,p,
427,e,,b,s,w,t,f,c,k,,,c,s,w,p,w,t,p,n,m,
428,e,,x,s,w,f,f,w,p,,,e,f,w,p,w,t,e,k,g,
429,e,,f,f,g,f,f,c,n,,,e,s,w,p,w,t,p,n,u,
430,e,,x,y,w,t,f,c,g,,,c,s,w,p,w,t,p,n,g,
431,e,,x,y,y,t,f,c,n,,,r,s,w,p,w,t,p,n,g,
432,e,,b,s,y,t,f,c,g,,,c,s,w,p,w,t,p,n,g,
433,e,,b,s,y,t,f,c,w,,,c,s,w,p,w,t,p,k,g,
434,e,,f,s,w,t,f,w,n,,,b,s,w,p,w,t,p,n,d,
435,e,,b,s,w,t,f,c,w,,,c,s,w,p,w,t,p,k,m,
436,e,,x,f,y,t,f,w,n,,,b,s,w,p,w,t,p,u,d,
437,e,,x,y,w,t,f,c,g,,,c,s,w,p,w,t,p,n,m,
438,e,,b,y,y,t,f,c,k,,,c,s,w,p,w,t,p,n,m,
439,e,,x,y,n,t,f,c,p,,,r,s,w,p,w,t,p,n,p,
440,e,,x,y,w,t,f,c,n,,,c,s,w,p,w,t,p,k,m,
441,e,,x,y,w,t,f,c,g,,,c,s,w,p,w,t,p,k,m,
442,e,,x,y,y,t,f,c,p,,,r,s,w,p,w,t,p,k,p,
443,e,,x,y,w,t,f,c,n,,,c,s,w,p,w,t,p,k,m,
444,e,,x,s,y,t,f,c,w,,,c,s,w,p,w,t,p,k,m,
445,e,,x,y,n,t,f,c,p,,,r,s,w,p,w,t,p,k,g,
446,e,,x,s,w,t,f,c,n,,,c,s,w,p,w,t,p,n,g,
447,e,,f,y,n,t,f,c,n,,,r,s,w,p,w,t,p,k,g,
448,e,,b,s,w,t,f,c,w,,,c,s,w,p,w,t,p,k,m,
449,e,,x,f,n,t,f,c,n,,,b,s,g,p,w,t,p,n,d,
450,e,,x,y,w,t,f,c,k,,,c,s,w,p,w,t,p,n,m,
451,e,,b,s,w,t,f,c,g,,,c,s,w,p,w,t,p,k,g,
452,e,,b,s,y,t,f,c,g,,,c,s,w,p,w,t,p,k,m,
453,e,,x,f,y,t,f,w,p,,,b,s,w,p,w,t,p,n,d,
454,e,,b,s,w,t,f,c,g,,,c,s,w,p,w,t,p,n,m,
455,e,,x,s,g,f,f,w,h,,,e,s,w,p,w,t,e,k,g,
456,e,,b,s,w,t,f,c,k,,,c,s,w,p,w,t,p,n,g,
457,e,,b,s,y,t,f,c,w,,,c,s,w,p,w,t,p,k,m,
458,e,,f,y,y,t,f,c,n,,,r,s,w,p,w,t,p,k,p,
459,e,,f,y,n,t,f,c,w,,,r,s,w,p,w,t,p,n,p,
460,e,,x,s,w,t,f,c,k,,,c,s,w,p,w,t,p,n,m,
461,e,,f,y,y,t,f,c,n,,,r,s,w,p,w,t,p,n,g,
462,e,,b,s,w,t,f,c,g,,,c,s,w,p,w,t,p,k,g,
463,e,,x,y,y,t,f,c,w,,,c,s,w,p,w,t,p,n,m,
464,e,,x,f,n,f,f,c,k,,,e,s,w,p,w,t,p,k,u,
465,e,,f,y,n,t,f,c,p,,,r,s,w,p,w,t,p,n,g,
466,e,,x,s,w,t,f,c,g,,,c,s,w,p,w,t,p,k,m,
467,e,,x,s,y,t,f,c,g,,,c,s,w,p,w,t,p,k,g,
468,e,,b,y,y,t,f,c,g,,,c,s,w,p,w,t,p,k,g,
469,e,,f,y,y,t,f,c,w,,,r,s,w,p,w,t,p,n,p,
470,e,,x,y,y,t,f,c,g,,,c,s,w,p,w,t,p,k,g,
471,e,,x,y,w,t,f,c,w,,,c,s,w,p,w,t,p,k,m,
472,e,,f,f,w,t,f,w,n,,,b,s,w,p,w,t,p,u,d,
473,e,,s,f,g,f,f,c,k,,,e,s,w,p,w,t,p,k,u,
474,e,,f,s,y,t,f,w,n,,,b,s,w,p,w,t,p,n,d,
475,e,,f,f,g,f,f,c,k,,,e,s,w,p,w,t,p,k,u,
476,e,,x,f,n,f,f,c,p,,,e,s,w,p,w,t,p,n,u,
477,e,,b,y,w,t,f,c,w,,,c,s,w,p,w,t,p,n,g,
478,e,,x,s,w,t,f,w,p,,,b,s,w,p,w,t,p,n,d,
479,e,,b,y,y,t,f,c,n,,,c,s,w,p,w,t,p,k,m,
480,e,,b,y,y,t,f,c,k,,,c,s,w,p,w,t,p,k,m,
481,e,,b,y,y,t,f,c,g,,,c,s,w,p,w,t,p,k,g,
482,e,,f,s,w,t,f,w,p,,,b,s,w,p,w,t,p,u,d,
483,e,,f,f,g,f,f,c,g,,,e,s,w,p,w,t,p,k,u,
484,e,,f,s,w,t,f,w,w,,,b,s,w,p,w,t,p,n,d,
485,e,,f,y,y,t,f,c,p,,,r,s,w,p,w,t,p,k,g,
486,e,,x,y,w,t,f,c,w,,,c,s,w,p,w,t,p,n,m,
487,e,,s,f,n,f,f,c,p,,,e,s,w,p,w,t,p,n,u,
488,e,,x,y,n,t,f,c,n,,,r,s,w,p,w,t,p,k,p,
489,e,,x,y,n,t,f,c,n,,,r,s,w,p,w,t,p,k,p,
490,e,,f,f,y,t,f,w,n,,,b,s,w,p,w,t,p,u,d,
491,p,,f,s,n,t,f,c,p,,,e,s,w,p,w,t,p,n,g,
492,p,,x,s,n,t,f,c,k,,,e,s,w,p,w,t,p,n,u,
493,e,,f,y,n,t,f,c,w,,,r,s,w,p,w,t,p,n,p,
494,e,,x,y,y,t,f,c,w,,,r,s,w,p,w,t,p,k,g,
495,e,,b,s,y,t,f,c,k,,,c,s,w,p,w,t,p,n,m,
496,e,,f,f,w,f,f,w,h,,,e,f,w,p,w,t,e,n,g,
497,e,,f,y,n,t,f,c,p,,,r,s,w,p,w,t,p,n,g,
498,e,,x,y,w,t,f,c,n,,,c,s,w,p,w,t,p,n,g,
499,e,,b,s,y,t,f,c,w,,,c,s,w,p,w,t,p,k,m,
500,e,,x,s,y,t,f,c,w,,,c,s,w,p,w,t,p,n,g,
501,e,,b,y,y,t,f,c,g,,,c,s,w,p,w,t,p,k,g,
502,e,,x,s,w,t,f,c,g,,,c,s,w,p,w,t,p,k,m,
503,e,,b,s,y,t,f,c,w,,,c,s,w,p,w,t,p,k,m,
504,e,,b,y,y,t,f,c,w,,,c,s,w,p,w,t,p,n,g,
505,p,,x,s,n,t,f,c,n,,,e,s,w,p,w,t,p,n,g,
506,e,,x,s,g,f,f,w,p,,,e,s,w,p,w,t,e,n,g,
507,e,,f,s,n,f,f,w,p,,,e,f,w,p,w,t,e,n,g,
508,e,,x,f,w,t,f,w,n,,,b,s,w,p,w,t,p,n,d,
509,e,,f,f,g,f,f,c,p,,,e,s,w,p,w,t,p,n,u,
510,e,,f,f,n,f,f,c,k,,,e,s,w,p,w,t,p,n,u,
511,e,,b,y,y,t,f,c,k,,,c,s,w,p,w,t,p,k,g,
512,e,,x,f,w,t,f,w,n,,,b,s,w,p,w,t,p,u,d,
513,e,,s,f,g,f,f,c,n,,,e,s,w,p,w,t,p,n,u,
514,e,,x,f,n,f,f,c,k,,,e,s,w,p,w,t,p,n,u,
515,e,,x,f,w,f,f,w,h,,,e,f,w,p,w,t,e,n,g,
516,e,,x,y,n,t,f,c,n,,,r,s,w,p,w,t,p,k,p,
517,e,,b,s,y,t,f,c,k,,,c,s,w,p,w,t,p,k,g,
518,e,,x,y,w,t,f,c,k,,,c,s,w,p,w,t,p,k,g,
519,e,,x,y,y,t,f,c,k,,,c,s,w,p,w,t,p,n,g,
520,e,,x,s,w,t,f,c,w,,,c,s,w,p,w,t,p,k,m,
521,e,,b,s,w,t,f,c,n,,,c,s,w,p,w,t,p,k,g,
522,e,,f,y,y,t,f,c,p,,,r,s,w,p,w,t,p,n,p,
523,p,,x,s,n,t,f,c,n,,,e,s,w,p,w,t,p,n,u,
524,e,,f,f,g,f,f,c,n,,,e,s,w,p,w,t,p,k,u,
525,e,,b,s,y,t,f,c,w,,,c,s,w,p,w,t,p,n,g,
526,e,,f,y,n,t,f,c,w,,,r,s,w,p,w,t,p,n,p,
527,e,,x,s,y,t,f,c,k,,,c,s,w,p,w,t,p,n,m,
528,e,,x,f,n,f,f,c,k,,,e,s,w,p,w,t,p,k,u,
529,e,,f,y,y,t,f,c,w,,,r,s,w,p,w,t,p,n,p,
530,e,,x,y,n,t,f,c,n,,,r,s,w,p,w,t,p,n,p,
531,e,,x,s,w,t,f,c,n,,,c,s,w,p,w,t,p,k,g,
532,p,,x,y,w,t,f,c,n,,,e,s,w,p,w,t,p,k,g,
533,e,,f,y,n,t,f,c,w,,,r,s,w,p,w,t,p,k,p,
534,p,,f,s,n,t,f,c,k,,,e,s,w,p,w,t,p,k,g,
535,e,,x,f,w,f,f,w,k,,,e,f,w,p,w,t,e,k,g,
536,e,,b,y,w,t,f,c,k,,,c,s,w,p,w,t,p,k,m,
537,e,,s,f,n,f,f,c,p,,,e,s,w,p,w,t,p,k,u,
538,e,,x,y,y,t,f,c,g,,,c,s,w,p,w,t,p,n,m,
539,e,,f,s,w,t,f,w,p,,,b,s,w,p,w,t,p,u,d,
540,e,,x,s,y,t,f,c,n,,,c,s,w,p,w,t,p,k,m,
541,e,,f,f,g,f,f,w,p,,,e,s,w,p,w,t,e,k,g,
542,p,,x,y,w,t,f,c,n,,,e,s,w,p,w,t,p,n,g,
543,e,,x,y,y,t,f,c,p,,,r,s,w,p,w,t,p,k,g,
544,e,,f,f,n,f,f,w,n,,,e,s,w,p,w,t,e,k,g,
545,e,,x,s,w,t,f,c,w,,,c,s,w,p,w,t,p,k,m,
546,e,,b,y,y,t,f,c,g,,,c,s,w,p,w,t,p,n,m,
547,e,,f,f,g,f,f,c,g,,,e,s,w,p,w,t,p,n,u,
548,e,,x,f,y,t,f,w,p,,,b,s,w,p,w,t,p,u,d,
549,e,,x,s,y,t,f,c,g,,,c,s,w,p,w,t,p,n,m,
550,e,,f,f,n,f,f,c,n,,,e,s,w,p,w,t,p,n,u,
551,e,,x,f,g,f,f,w,h,,,e,f,w,p,w,t,e,n,g,
552,e,,x,y,y,t,f,c,p,,,r,s,w,p,w,t,p,k,p,
553,e,,f,s,w,t,f,w,p,,,b,s,w,p,w,t,p,n,d,
554,e,,x,s,y,t,f,c,k,,,c,s,w,p,w,t,p,k,g,
555,e,,f,y,y,t,f,c,p,,,r,s,w,p,w,t,p,k,p,
556,p,,x,y,n,t,f,c,k,,,e,s,w,p,w,t,p,k,u,
557,e,,x,f,w,t,f,w,w,,,b,s,w,p,w,t,p,u,d,
558,e,,x,s,w,t,f,c,w,,,c,s,w,p,w,t,p,k,g,
559,e,,x,y,y,t,f,c,g,,,c,s,w,p,w,t,p,n,m,
560,e,,b,s,y,t,f,c,g,,,c,s,w,p,w,t,p,n,g,
561,e,,x,s,y,t,f,w,w,,,b,s,w,p,w,t,p,u,d,
562,e,,x,s,y,t,f,w,n,,,b,s,w,p,w,t,p,u,d,
563,e,,x,f,w,f,f,w,n,,,e,f,w,p,w,t,e,k,g,
564,e,,b,s,w,t,f,c,w,,,c,s,w,p,w,t,p,n,m,
565,p,,x,y,w,t,f,c,w,,,e,s,w,p,w,t,p,k,g,
566,e,,x,y,y,t,f,c,g,,,c,s,w,p,w,t,p,n,g,
567,e,,f,s,g,f,f,w,k,,,e,s,w,p,w,t,e,k,g,
568,p,,x,s,n,t,f,c,n,,,e,s,w,p,w,t,p,n,g,
569,e,,b,y,w,t,f,c,w,,,c,s,w,p,w,t,p,k,m,
570,e,,x,s,w,t,f,c,k,,,c,s,w,p,w,t,p,k,m,
571,e,,f,f,y,t,f,w,n,,,b,s,w,p,w,t,p,n,d,
572,e,,x,s,y,t,f,c,k,,,c,s,w,p,w,t,p,k,g,
573,e,,b,y,w,t,f,c,w,,,c,s,w,p,w,t,p,k,g,
574,e,,x,y,n,t,f,c,w,,,r,s,w,p,w,t,p,n,g,
575,e,,x,s,y,t,f,c,w,,,c,s,w,p,w,t,p,n,g,
576,e,,x,f,n,f,f,c,p,,,e,s,w,p,w,t,p,n,u,
577,e,,x,s,y,t,f,c,n,,,c,s,w,p,w,t,p,n,g,
578,e,,x,y,y,t,f,c,w,,,r,s,w,p,w,t,p,n,g,
579,p,,x,s,n,t,f,c,w,,,e,s,w,p,w,t,p,n,g,
580,e,,x,s,w,t,f,c,g,,,c,s,w,p,w,t,p,n,m,
581,e,,x,s,y,t,f,c,w,,,c,s,w,p,w,t,p,n,m,
582,e,,x,y,w,t,f,c,k,,,c,s,w,p,w,t,p,k,g,
583,e,,x,y,y,t,f,c,n,,,r,s,w,p,w,t,p,n,g,
584,e,,f,y,y,t,f,c,w,,,r,s,w,p,w,t,p,k,g,
585,e,,x,y,w,t,f,c,k,,,c,s,w,p,w,t,p,n,m,
586,e,,s,f,g,f,f,c,g,,,e,s,w,p,w,t,p,k,u,
587,e,,f,f,n,f,f,c,n,,,e,s,w,p,w,t,p,k,u,
588,e,,s,f,g,f,f,c,n,,,e,s,w,p,w,t,p,k,u,
589,e,,x,y,w,t,f,c,n,,,c,s,w,p,w,t,p,k,m,
590,p,,x,s,w,t,f,c,k,,,e,s,w,p,w,t,p,k,u,
591,e,,x,s,g,f,f,w,h,,,e,s,w,p,w,t,e,k,g,
592,e,,x,y,y,t,f,c,g,,,c,s,w,p,w,t,p,k,g,
593,p,,x,y,w,t,f,c,k,,,e,s,w,p,w,t,p,n,g,
594,e,,x,s,y,t,f,c,g,,,c,s,w,p,w,t,p,k,m,
595,p,,x,s,n,t,f,c,p,,,e,s,w,p,w,t,p,k,u,
596,e,,b,s,y,t,f,c,n,,,c,s,w,p,w,t,p,k,m,
597,e,,b,y,w,t,f,c,g,,,c,s,w,p,w,t,p,k,m,
598,p,,x,y,w,t,f,c,p,,,e,s,w,p,w,t,p,n,g,
599,p,,x,s,n,t,f,c,n,,,e,s,w,p,w,t,p,k,u,
600,e,,x,s,g,f,f,w,n,,,e,s,w,p,w,t,e,n,g,
601,e,,x,y,n,t,f,c,w,,,r,s,w,p,w,t,p,n,g,
602,e,,f,f,w,f,f,w,k,,,e,f,w,p,w,t,e,n,g,
603,e,,f,y,n,t,f,c,n,,,r,s,w,p,w,t,p,n,p,
604,e,,b,y,w,t,f,c,w,,,c,s,w,p,w,t,p,k,m,
605,e,,b,s,w,t,f,c,n,,,c,s,w,p,w,t,p,k,g,
606,e,,x,s,g,f,f,w,n,,,e,s,w,p,w,t,e,n,g,
607,e,,f,y,n,t,f,c,n,,,r,s,w,p,w,t,p,k,g,
608,e,,x,s,w,t,f,c,w,,,c,s,w,p,w,t,p,k,m,
609,e,,f,f,g,f,f,c,n,,,e,s,w,p,w,t,p,k,u,
610,e,,f,s,n,f,f,w,h,,,e,f,w,p,w,t,e,n,g,
611,e,,x,f,g,f,f,w,n,,,e,s,w,p,w,t,e,n,g,
612,e,,f,s,w,f,f,w,p,,,e,s,w,p,w,t,e,k,g,
613,p,,x,s,w,t,f,c,k,,,e,s,w,p,w,t,p,n,u,
614,e,,x,y,y,t,f,c,p,,,r,s,w,p,w,t,p,k,g,
615,e,,b,s,w,t,f,c,g,,,c,s,w,p,w,t,p,k,g,
616,e,,f,f,g,f,f,w,p,,,e,s,w,p,w,t,e,k,g,
617,e,,b,y,w,t,f,c,g,,,c,s,w,p,w,t,p,k,g,
618,e,,b,s,y,t,f,c,n,,,c,s,w,p,w,t,p,n,m,
619,e,,s,f,g,f,f,c,n,,,e,s,w,p,w,t,p,n,u,
620,e,,f,y,y,t,f,c,p,,,r,s,w,p,w,t,p,k,g,
621,e,,b,s,w,t,f,c,w,,,c,s,w,p,w,t,p,n,g,
622,e,,x,f,w,t,f,w,n,,,b,s,w,p,w,t,p,u,d,
623,e,,f,y,y,t,f,c,n,,,r,s,w,p,w,t,p,k,p,
624,e,,f,f,g,f,f,c,p,,,e,s,w,p,w,t,p,k,u,
625,e,,x,s,w,t,f,c,g,,,c,s,w,p,w,t,p,k,m,
626,e,,f,f,y,t,f,w,w,,,b,s,w,p,w,t,p,u,d,
627,e,,s,f,g,f,f,c,p,,,e,s,w,p,w,t,p,k,u,
628,e,,b,y,w,t,f,c,g,,,c,s,w,p,w,t,p,n,g,
629,e,,b,s,w,t,f,c,k,,,c,s,w,p,w,t,p,k,g,
630,e,,f,f,n,f,f,w,n,,,e,s,w,p,w,t,e,n,g,
631,e,,b,y,y,t,f,c,k,,,c,s,w,p,w,t,p,k,m,
632,e,,x,f,n,t,f,c,n,,,b,s,w,p,w,t,p,k,d,
633,e,,x,y,n,t,f,c,n,,,r,s,w,p,w,t,p,k,g,
634,e,,x,y,n,t,f,c,p,,,r,s,w,p,w,t,p,n,g,
635,e,,b,y,y,t,f,c,w,,,c,s,w,p,w,t,p,n,m,
636,e,,f,y,y,t,f,c,p,,,r,s,w,p,w,t,p,k,g,
637,e,,x,y,y,t,f,c,n,,,c,s,w,p,w,t,p,k,m,
638,e,,x,s,n,f,f,w,h,,,e,s,w,p,w,t,e,k,g,
639,e,,x,y,w,t,f,c,g,,,c,s,w,p,w,t,p,k,m,
640,e,,b,y,y,t,f,c,w,,,c,s,w,p,w,t,p,k,m,
641,e,,x,y,n,t,f,c,n,,,r,s,w,p,w,t,p,n,g,
642,e,,f,y,n,t,f,c,w,,,r,s,w,p,w,t,p,k,p,
643,e,,f,y,n,t,f,c,w,,,r,s,w,p,w,t,p,k,g,
644,e,,f,y,y,t,f,c,n,,,r,s,w,p,w,t,p,k,p,
645,e,,x,s,y,t,f,w,n,,,b,s,w,p,w,t,p,u,d,
646,e,,b,y,w,t,f,c,g,,,c,s,w,p,w,t,p,k,m,
647,e,,b,s,w,t,f,c,k,,,c,s,w,p,w,t,p,k,m,
648,e,,x,y,y,t,f,c,n,,,c,s,w,p,w,t,p,k,g,
649,e,,f,f,w,t,f,w,p,,,b,s,w,p,w,t,p,u,d,
650,e,,x,s,y,t,f,c,n,,,c,s,w,p,w,t,p,k,g,
651,e,,b,s,y,t,f,c,n,,,c,s,w,p,w,t,p,n,m,
652,e,,f,y,y,t,f,c,w,,,r,s,w,p,w,t,p,k,g,
653,p,,x,y,n,t,f,c,w,,,e,s,w,p,w,t,p,k,g,
654,p,,x,y,w,t,f,c,w,,,e,s,w,p,w,t,p,k,u,
655,e,,x,s,y,t,f,c,g,,,c,s,w,p,w,t,p,n,g,
656,e,,f,f,w,f,f,w,k,,,e,s,w,p,w,t,e,n,g,
657,e,,b,s,y,t,f,c,g,,,c,s,w,p,w,t,p,k,g,
658,e,,x,y,y,t,f,c,w,,,r,s,w,p,w,t,p,k,p,
659,e,,f,f,g,f,f,c,k,,,e,s,w,p,w,t,p,n,u,
660,e,,b,s,w,t,f,c,n,,,c,s,w,p,w,t,p,k,g,
661,e,,x,s,w,t,f,c,k,,,c,s,w,p,w,t,p,k,m,
662,p,,x,y,n,t,f,c,n,,,e,s,w,p,w,t,p,k,g,
663,p,,x,s,n,t,f,c,k,,,e,s,w,p,w,t,p,n,g,
664,e,,b,s,w,t,f,c,g,,,c,s,w,p,w,t,p,n,g,
665,e,,b,s,y,t,f,c,w,,,c,s,w,p,w,t,p,n,m,
666,e,,f,y,n,t,f,c,w,,,r,s,w,p,w,t,p,n,g,
667,e,,x,y,y,t,f,c,p,,,r,s,w,p,w,t,p,n,g,
668,e,,f,y,y,t,f,c,n,,,r,s,w,p,w,t,p,n,p,
669,e,,x,y,w,t,f,c,w,,,c,s,w,p,w,t,p,n,g,
670,e,,x,s,y,t,f,c,k,,,c,s,w,p,w,t,p,k,g,
671,e,,f,f,n,f,f,c,p,,,e,s,w,p,w,t,p,n,u,
672,e,,f,f,n,f,f,w,p,,,e,s,w,p,w,t,e,k,g,
673,e,,x,f,y,t,f,w,w,,,b,s,w,p,w,t,p,u,d,
674,e,,f,y,y,t,f,c,w,,,r,s,w,p,w,t,p,n,p,
675,e,,f,f,n,f,f,c,g,,,e,s,w,p,w,t,p,k,u,
676,e,,f,f,g,f,f,c,k,,,e,s,w,p,w,t,p,n,u,
677,e,,x,y,n,t,f,c,n,,,r,s,w,p,w,t,p,n,g,
678,e,,x,y,y,t,f,c,w,,,r,s,w,p,w,t,p,n,p,
679,e,,b,s,w,t,f,c,g,,,c,s,w,p,w,t,p,k,m,
680,e,,x,s,w,t,f,w,n,,,b,s,w,p,w,t,p,n,d,
681,e,,x,y,w,t,f,c,n,,,c,s,w,p,w,t,p,n,m,
682,e,,x,f,y,t,f,w,w,,,b,s,w,p,w,t,p,u,d,
683,e,,b,s,y,t,f,c,w,,,c,s,w,p,w,t,p,k,g,
684,e,,x,f,n,t,f,c,p,,,b,s,p,p,w,t,p,n,d,
685,e,,x,y,w,t,f,c,g,,,c,s,w,p,w,t,p,k,m,
686,e,,f,f,g,f,f,c,k,,,e,s,w,p,w,t,p,k,u,
687,e,,b,y,w,t,f,c,n,,,c,s,w,p,w,t,p,n,m,
688,e,,x,y,y,t,f,c,w,,,c,s,w,p,w,t,p,k,m,
689,e,,x,s,w,t,f,c,k,,,c,s,w,p,w,t,p,k,g,
690,e,,b,s,y,t,f,c,w,,,c,s,w,p,w,t,p,k,g,
